CGId,CGCode,College Name,District ID,Pincode,Address
10771,"AK470","DEV PRAYAG INSTITUTE OF TECHNICAL STUDIES,ALLAHABAD [AK470]",3,211013,"Allahabad"
10916,"AK331","DEVENDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,GHAZIABAD [AK331]",31,201017,"At 5 km stone, NH 58, Opp. ITC, Delhi-Meerut road, Ghaziabad-201017"
10917,"AK842","DEVRISHI INSTITUTE OF MANAGEMENT & TECHNOLOGY, SAHARANPUR [AK842]",67,247342,"v.p.o-salhapur , Teh. - nakur distt. saharanpur, uttar pradesh , pin 247342"
11139,"AK74","DEWAN INSTITUTE OF MANAGEMENT STUDIES,MEERUT [AK74]",56,250103,"Meerut"
10625,"AK548","DEWAN V.S. INSTITUTE OF HOTEL MANAGEMENT & TECHNOLOGY,MEERUT [AK548]",56,250103,"Meerut"
10947,"AK1125","DHARAM SAMAJ COLLEGE OF PHARMACY,ALIGARH [AK1125]",2,202001,"NEAR ACHAL TAAL, G.T. ROAD, ALIGARH , U.P. INDIA"
12478,"AK1184","DILIP KISHORE MEHROTRA INSTITUTE OF PHARMACY [AK1184]",71,261001,"Sitapur"
10890,"AK791","DISHA BHARTI COLLEGE OF MANAGEMENT & EDUCATION,SAHARANPUR [AK791]",67,247001,"OPP. D.P.S., Delhi road saharanpur"
10722,"AK1073","DISHA INSTITUTE OF PHARMACY , BIJNOR [AK1073]",17,,"VILL-MOJAMPUR JAITRA,NEHTAUR ROAD ,DHAMPUR,DISTT.-BIJNOR (U.P.)"
10723,"AK306","DISHA INSTITUTE OF SCIENCE AND TECHNOLOGY,,BIJNAUR [AK306]",17,246761,"Dhampur, Bijnor"
10948,"AK901","DIVYA COLLEGE OF PHARMACY,MATHURA [AK901]",54,281122,"VILLAGE SHAHZADPUR , PAURI FARAH MATHURA"
11251,"AK1158","DIXIT COLLEGE OF PHARMACY AND RESEARCH,RAMPUR [AK1158]",66,,"7 KM, RAMPUR - SHAHBAD ROAD , VILLAGE - NASRAT NAGAR, PO-BAKENIYA"
10854,"AK754","DNM INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW [AK754]",49,227101,"NH-25 A, Kati Bagiyan, Kanpur Road, Lucknow - 227101"
10918,"AK256","DNS COLLEGE OF ENGINEERING & TECHNOLOGY,J.P.NAGAR [AK256]",40,244222,"N.H-24,DIDAULI,AMROHA,UTTAR PRADESH-244222"
10590,"AK1149","DOODHNATH COLLEGE OF PHARMACY SAKRAR JHANSI,JHANSI [AK1149]",39,,"VILL AND POST SAKRAR MAURANIPUR JHANSI"
10743,"AK299","DOON COLLEGE OF EDUCATION,,SAHARANPUR [AK299]",67,247662,"NH-72A, Delhi-Dehradun Road, Sunderpur, Thana - Biharigarh, Distt - Saharanpur (UP) - 247662"
11177,"AK1066","DR H R BACHHAN COLLEGE OF PHARMACY , UNNAO [AK1066]",74,226002,"LALAU KHERA POST-DEEH UNNAO"
11252,"AK1124","DR MAHENDRA KUMAR CHHOTELAL BIND COLLEGE OF PHARMACY,PRAYAGRAJ [AK1124]",3,,"VILLAGE UPARDAHA POST  HANDIA PRAYAGRAJ"
10591,"AK978","DR PUSHPENDRA SINGH  COLLEGE OF PHARMACY , FARRUKHABAD [AK978]",27,,"J S NAGAR, DAHELIYA, BEWAR ROAD, FATEHGARH, DISTT FARRUKHABAD"
10822,"AK1057","DR R M L INSTITUTE OF PHARMACY , SHAHJAHANPUR [AK1057]",68,,"KUNWARPUR BADAGAON"
11253,"AK1150","DR SARVESH SHUKLA INSTITUTE OF PHARMACY,BAHRAICH [AK1150]",8,,"VILLAGE: SABLAPUR, TEHSIL: MAHASI, DISTRICT: BAHRAICH"
10654,"AK607","DR VIRENDRA SWAROOP INSTITUTE OF PROFESSIONAL STUDIES,KANPUR [AK607]",44,208011,"Kanpur-208011"
11217,"AK571","DR. B.R.AMBEDKAR POOJA COLLEGE OF PHARMACY,GORAKHPUR [AK571]",34,273013,"Medical College Road, Post – Jhungiya Bazar, Vill – Karmaha, Distt- Gorakhpur, Pin -273013"
10592,"AK77","DR. K.N. MODI INSTITUTE OF ENGG. & TECHNOLOGY,GHAZIABAD [AK77]",31,201201,"DELHI-MEERUT ROAD, OPP. SBI MAIN BRANCH"
11043,"AK78","DR. K.N. MODI INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH, GHAZIABAD [AK78]",31,201201,"DELHI-MEERUT ROAD, OPPOSITE SBI MAIN BRANCH, MODINAGAR, GHAZIABAD"
10655,"AK303","DR. M.C.SAXENA COLLEGE OF PHARMACY,,LUCKNOW [AK303]",49,226101,"Lucknow"
11140,"AK1114","DR. MITHILESH MANI TRIPATHI COLLEGE OF PHARMACY,SIDDHARTHNAGAR [AK1114]",70,,"VILLAGE- GAURAGARH POSTKOTIYA GADORI TEHSIL- BANSI DISTT- SIDDHARTH NAGAR"
11024,"AK759","DR. OM PRAKASH INSTITUTE OF MANAGEMENT & TECHNOLOGY,FARRUKHABAD [AK759]",27,209625,"Farrukhabad"
11044,"AK872","DR. OM PRAKASH SCHOOL OF PHARMACY,FARRUKHABAD [AK872]",27,209625,"Gram; Nisai Bewar road near gas plant Farrukhabad"
10744,"AK947","DR. RAJENDRA PRASAD SIKSHAN SANSTHAN GANGCHAULI , BARABANKI [AK947]",12,,"GANGCHAULI, KURSI ROAD, BARABANKI"
10745,"AK879","DR. RAM MANOHAR LOHIA COLLEGE OF PHARMACY,GHAZIABAD [AK879]",31,201204,"MAIN G.T ROAD SIKRI KALAN MODINAGAR GHAZIABAD"
10593,"AK445","DR. RAM MANOHAR LOHIA INSTITUTE,GHAZIABAD [AK445]",31,201204,"Modinagar - 201204"
11254,"AK310","DR. RIZVI COLLEGE OF ENGINEERING,,KAUSHAMBI [AK310]",46,212206,"Karari, Kaushambi (U. P.) - 212 206"
22748,"204102","DR. V. P. MADNAWAT COLLEGE OF EDUCATIONAL AND PROFESSIONAL COURSES,HATHRAS [204102]",50,204102,"HATHRAS"
11178,"AK47","DR. VIRENDRA SWAROOP INSTITUTE OF COMPUTER STUDIES,KANPUR [AK47]",44,208014,"Kanpur-208014"
10994,"AK990","DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUIONS , KANPUR NAGAR [AK990]",74,208014,"RAGENDRA SWARUP KNOWLEDGE CITY, KANPUR- LUCKNOW HIGHWAY- 27, (NEAR SHUKLAGANJ-BADARKA BYPASS) KADER PATARI, HADAHA, UNNAO"
11025,"AK640","DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTIONS,UNNAO [AK640]",74,209861,"Ragendra Swarup Knowledge City, Kanpur - Lucknow National Highway-25, Shuklaganj- Badarka bypass, Kader Patari, Hadaha, Unnao-209861"
10724,"AK166","DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR [AK166]",44,208024,"Dr.Ambedkar Institute of Technology for Divyangjan, Awadhpuri, Kanpur Nagar"
10746,"AK163","DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW [AK163]",49,226101,"Mall Road Dubbaga, IIM By Pass, Lucknow"
10656,"AK1040","DRON COLLEGE OF EDUCATION , MEERUT [AK1040]",56,,"BARNAVA-SARDHANA ROAD, MEERUT"
11074,"AK230","DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR [AK230]",30,201308,"Greater Noida"
11179,"AK1075","DSSOP PHARMACY COLLEGE  , SIDDHARTHNAGAR [AK1075]",70,,"GATA NO 247, KARAUNDA MASINA , POST DEWRA BAZZAR  SIDDHARTHNAGAR"
11045,"AK698","DWARIKADHEESH RESEARCH EDUCATION & MANAGEMENT SCHOOL,SAHARANPUR [AK698]",67,247001,"5TH KM MILE STONE JANTA ROAD SAHARANPUR"
11026,"AK471","ESHAN COLLEGE OF ENGINEERING,MATHURA [AK471]",54,281122,"28 Km. Mile stone, Delhi- Agra highway, NH-2, Farah, Mathura"
11046,"AK822","ESHAN COLLEGE OF MANAGEMENT,MATHURA [AK822]",54,281122,"28 Km. Mile stone, Delhi-Agra highway, NH-2, Farah, Mathura"
11107,"AK892","F I PHARMACY COLLEGE,LUCKNOW [AK892]",49,226401,"1223, KHAND DEV, BANTHRA, KANPUR ROAD, LUCKNOW 226401, UP"
12487,"AK51","FACULTY OF ARCHITECTURE, AKTU,LUCKNOW [AK51]",49,226007,""
11108,"AK2","FACULTY OF ENGG, AGRA COLLEGE,AGRA [AK2]",1,282002,"Agra College,Agra - 282002"
10772,"AK514","FACULTY OF ENGINEERING SHANTI NIKETAN TRUST'S GROUP OF INSTITUTIONS,MEERUT [AK514]",56,250205,"Meerut"
24221,"1209","Faculty of Management  [1209]",49,226031,"Aktu,Lucknow"
10657,"AK154","FACULTY OF MANAGEMENT AND TECHNOLOGY,VARANASI [AK154]",75,221002,"Harish Chandra P G College, Bawan-Beegha Campus, Azamgarh Road, Varanasi-221002"
24062,"1201","Faculty of Pharmacy [1201]",49,226031,"Jankipuram Vistar Sector-11, Lucknow"
11218,"AK973","FACULTY OF PHARMACY FUTURE INSTITUTE OF MEDICAL SCIENCES , BAREILLY [AK973]",13,,"19 MIG AVAS VIKAS COLONY CIVIL LINES BAREILLY"
10594,"AK187","FEROZ GANDHI INSTITUTE OF ENGINEERING &TECHNOLOGY,RAIBAREILLY [AK187]",65,229316,"NH 24B, Lucknow-Allahabad Highway, Ratapur Chauraha, Raebareli"
11219,"AK496","FIT ENGINEERING COLLEGE,MEERUT [AK496]",56,250001,"Meerut"
11141,"AK129","FORT INSTITUTE OF TECHNOLOGY,MEERUT [AK129]",56,250001,"KASERU BUXER, MAWANA ROAD, MEERUT UP - 250001"
10995,"AK811","FORTH DIMENTION COLLEGE OF ARCHITECTURE,SAHARANPUR [AK811]",67,247662,"VILL KAMALPUR POST CHHUTMALPUR TEHSIL BEHAT"
11027,"AK476","FUTURE INSTITUTE OF ENGINEERING & TECHNOLOGY,BAREILLY [AK476]",13,243503,"Bareilly-Lucknow Highway, Bareilly"
10690,"AK566","FUTURE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY [AK566]",13,243503,"NH-24, BAREILLY-LUCKNOW ROAD GAUS GANJ SARAI, Bareilly"
11028,"AK850","FUTURE INSTITUTE OF PHARMACY,BAREILLY [AK850]",13,243503,"FUTURE INSTITUTE OF PHARMACY, BAREILLY LUCKNOW ROAD, NEAR FARIDPUR BAREILLY"
10949,"AK785","G & R INSTITUTE OF MANAGEMENT & TECHNOLOGY,BULANDSHAHAR [AK785]",19,203001,"KHAT NO 180 VILLAGE ALLIPUR GIJHORI"
10725,"AK473","G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW [AK473]",49,227202,"Lucknow"
27898,"1200","G.L. Bajaj College of Technology & Management [1200]",30,201306,"Greater Noida,"
11109,"AK192","G.L. BAJAJ INSTITUTE OF  TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR [AK192]",30,201308,"PLOT NO.-2, KNOWLEDGE PARK-III, GREATER NOIDA"
11142,"AK511","G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA [AK511]",54,281406,"NH#2, Mathura-Delhi Highway, PO - Akbarpur, Mathura (UP) - 281406"
11110,"AK801","G.L.BAJAJ INSTITUTE OF MANAGEMENT & RESEARCH,GAUTAM BUDDH NAGAR [AK801]",30,201306,"Plot No 2 knowledge park-III, Greater Noida"
11180,"AK1097","GAJRAJ SINGH YADAV KARANPAL SINGH YADAV COLLEGE OF PHARMACY,KHERI [AK1097]",47,262701,"VILL-PASGAWA POST- MOHAMMADI , DISTT- LAKHIMPUR KHERI"
10726,"AK97","GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR [AK97]",30,201306,"Greater Noida - 201306 (U.P.)"
11280,"AK1092","GALGOTIAS COLLEGE OF PHARMACY,GAUTAM BUDDHA NAGAR [AK1092]",30,201310,"Plot No-1, Knowledge Park-II, Greater Noida"
10950,"AK94","GALGOTIAS INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR [AK94]",30,201306,"Greater Noida - 201310"
10951,"AK1107","GAUTAM BUDDHA COLLEGE OF PHARMACY,LUCKNOW [AK1107]",49,226002,"GAURI ROAD, NEAR CRPF CAMP, BIJNAUR, LUCKNOW"
10658,"AK893","GCRG COLLEGE OF PHARMACY,LUCKNOW [AK893]",49,227202,"VILL-PARVATPUR, CHANDRIKA DEVI ROAD, BAKSHI KA TALAB, LUCKNOW"
10891,"AK620","GCRG MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF MANAGEMENT,LUCKNOW [AK620]",49,227202,"Lucknow"
10773,"AK1024","GEETA PHARMACY COLLEGE , LUCKNOW [AK1024]",49,,"VILLAGE LONAPUR POST LONAPUR BLOCK CHINHAT DIST LUCKNOW"
10659,"AK76","GHANSHYAM BINANI ACADEMY OF MANAGEMENT SCIENCE,MIRZAPUR [AK76]",57,231001,"Mirzapur-231001"
37073,"AK1254","GHANSHYAM COLLEGE OF PHARMACY, JAUNPUR [AK1254]",38,222202,"JAUNPUR"
11111,"AK1010","GHAUSIA COLLEGE OF PHARMACY , FATEHPUR [AK1010]",28,208010,"1132, VILL- KASHMIRIPUR, TEHSIL - BINDKI, DIST- FATEHPUR"
11112,"AK151","GLOBAL INSTITUTE OF INFORMATION TECHNOLOGY,GAUTAM BUDDH NAGAR [AK151]",30,201310,"32A Knowledge Park Greator Noida - 201308"
10727,"AK1121","GMS COLLEGE OF PHARMCY,JYOTIBA PHULE NAGAR [AK1121]",40,244221,"NH-24, SHAKARPUR,RAJABPUR,AMROHA"
10919,"AK1134","GNIT COLLEGE OF MANAGEMENT,GAUTAM BUDDHA NAGAR [AK1134]",30,201310,"PLOT NO 6 C , KNOWLEDGE PARK II GREATER NOIDA"
10774,"AK985","GNIT COLLEGE OF PHARMACY , GAUTAM BUDDHA NAGAR [AK985]",30,,"PLOT NO. 6-C, KNOWLEDGE PARK - II, GREATER NOIDA"
10626,"AK660","GOEL INSTITUTE OF HIGHER STUDIES,LUCKNOW [AK660]",49,226028,"Lucknow"
10920,"AK960","GOEL INSTITUTE OF PHARMACEUTICAL SCIENCES , LUCKNOW [AK960]",49,,"Village Anora, Faizabad Road, Near Indira Canal, Lucknow"
11220,"AK392","GOEL INSTITUTE OF PHARMACY & SCIENCES,LUCKNOW [AK392]",49,226028,"Lucknow"
10627,"AK360","GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW [AK360]",49,226028,"Lucknow"
10996,"AK447","GOKARAN NARVADESHWAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,BARABANKI [AK447]",12,225001,"Lucknow   Dewa Road"
11255,"AK937","GOVERNMENT PHARMACY COLLEGE, BRD MEDICAL COLLEGE CAMPUS, GORAKHPUR , GORAKHPUR  [AK937]",34,273013,"GOVERNMENT PHARMACY COLLEGE, BRD MEDICAL COLLEGE CAMPUS, GORAKHPUR"
10892,"AK810","GREATER NOIDA COLLEGE [AK810]",30,201306,"PLOT NO. 6-B, KNOWLEDGE PARK - II, GREATER NOIDA (U.P) 201 306"
11256,"AK803","GREATER NOIDA INSTITUTE OF BUSINESS MAAGEMENT,GAUTAM BUDDH NAGAR [AK803]",30,201306,"plot 11/1 knowledge park 3 greater noida"
10823,"AK132","GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR [AK132]",30,201306,"PLOT NO. 7, KNOWLEDGE PARK - II, GREATER NOIDA, (U.P) 201 306"
10660,"AK272","GREATER NOIDA INSTITUTE OF TECHNOLOGY(MBA INSTITUTE),GAUTAM BUDDH NAGAR [AK272]",30,201306,"PLOT NO. 7, KNOWLEDGE PARK - II, GREATER NOIDA (U.P) 201 306"
11308,"AK894","GSRM MEMORIAL COLLEGE OF PHARMACY,LUCKNOW [AK894]",49,226008,"720 MOHAN ROAD, BHADOI, LUCKNOW"
11181,"AK1068","GURU TEG BAHADUR PARA MEDICAL INSTITUTE  , SHAHJAHANPUR [AK1068]",68,,"POWAYAN  ROAD BANDA, SHAHJAHANPUR"
36976,"AK1225","GURUDEV INNOVATIVE COLLEGE OF PHARMACY, AURAIYA  [AK1225]",5,206244,"AURAIYA"
11221,"AK377","GYAN BHARTI INSTITUTE OF TECHNOLOGY,MEERUT [AK377]",56,250002,"NH-58 Partapur Bypass Road Meerut"
10952,"AK237","H.R.INSTITUTE OF HOTEL MANAGEMENT,GHAZIABAD [AK237]",31,201003,"Ghaziabad - 201003"
11113,"AK194","H.R.INSTITUTE OF TECHNOLOGY,GHAZIABAD [AK194]",31,201003,"Ghaziabad"
11257,"AK997","HAKIKULLAH CHAUDARY COLLEGE OF PHARMACY , GONDA [AK997]",33,271312,"GHARIGHAT GONDA UTTAR PRADESH"
11281,"AK781","HARDAYAL TECHNICAL CAMPUS,MATHURA [AK781]",54,281122,"24 KM Stone, Agra-Delhi Road (NH-2), Farah, Mathura (UP)"
10921,"AK561","HARI COLLEGE OF MANAGEMENT,SAHARANPUR [AK561]",67,247769,"Saharanpur"
10797,"AK1055","HARI COLLEGE OF PHARMACY , SAHARANPUR [AK1055]",67,247001,"VILLAGE JANDHEDI MALHIPUR ROAD SAHARANPUR PIN 247001"
11075,"AK1141","HARISH CHAND PHARMACY COLLEGE,JAUNPUR [AK1141]",38,222133,"SAKHAILA,GAURABADSHAPUR"
10728,"AK99","HARLAL INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR [AK99]",30,210310,"Greater Noida 201310"
10997,"AK1027","HARSHA INSTITUTE OF PHARMACY , LUCKNOW [AK1027]",49,,"349, KHANIPUR, BANGAWN, ITAUNJA, LUCKNOW"
11076,"AK659","HERITAGE INSTIUTE OF HOTEL & TOURISM,AGRA [AK659]",1,282006,"Agra"
10893,"AK220","HI-TECH. INSTITUTE OF ENGINEERING &TECHNOLOGY,GHAZIABAD [AK220]",31,201015,"Address: 766,26th Km.Stone, Delhi-Hapur Bypass (NH-24), Ghaziabad."
10729,"AK733","HIERANK BUSINESS SCHOOL,GAUTAM BUDDH NAGAR [AK733]",30,201307,"A-42, INSTITUTIONAL AREA, SECTOR-62, NOIDA"
11222,"AK871","HILLWOOD MEDICAL SCHOOL,BULANDSHAHR [AK871]",19,203131,"VILL. ROOPWAAS PACHGAYI BULANDSHAHR"
11114,"AK1089","HIMALAYAN INSTITUTE OF PHARMACY AND RESEARCH ,LUCKNOW [AK1089]",49,,"LEKHRAJ MARKET"
10775,"AK465","HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW [AK465]",49,227005,"Lucknow - 227005"
10824,"AK214","HIMT COLLEGE OF PHARMACY,GAUTAM BUDDH NAGAR [AK214]",30,201310,"G.B. Nagar U.P. - 201310"
10798,"AK64","HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA [AK64]",54,281122,"AGRA-DELHI HIGHWAY, NH#2, FARAH, MATHURA (UP) - 281122"
10855,"AK67","HINDUSTAN INSTITUTE OF MANAGEMENT & COMPUTER STUDIES,MATHURA [AK67]",54,281122,"Agra-Delhi Highway (NH-2) Farah, Mathura - 281122"
10825,"AK579","HLM COLLEGE,GHAZIABAD [AK579]",31,201009,"11th Km. Milestone, Delhi-Meerut Road, Ghaziabad (U.P.) - 201001"
10730,"AK411","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD [AK411]",3,221503,"Allahabad"
10998,"AK245","HR INSTITUTE OF PHARMACY,GHAZIABAD [AK245]",31,201003,"7th KM Stone Delhi Meerut Road Morta Ghaziabad UP ,201003"
10856,"AK1000","HYGIA COLLEGE OF PHARMACY,LUCKNOW [AK1000]",49,226013,"GHAZIPUR  BALRAM FAIZULLAHGANJ OPPOSITE SITAPUR HARDOI BY PASS ROAD LUCKNOW"
10894,"AK202","HYGIA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, LUCKNOW,LUCKNOW [AK202]",49,226013,"Lucknow"
10747,"AK895","HYGIA INSTITUTE OF PHARMACY,LUCKNOW [AK895]",49,226013,"GAZIPUR BALRAM ,FAZULLAGANJ ,OPPOSITE SITAPUR HARDOI BY PASS ROAD,PRABANDH NAGAR,LUCKNOW"
11115,"AK995","I. D. MEMORIAL COLLEGE OF PHARMACY , GHAZIPUR [AK995]",32,,"VILLAGE- ANAND VIHAR MUDWAL"
11309,"AK1148","I. E. T. COLLEGE OF PHARMACY,JAUNPUR [AK1148]",38,,"VILLAGE- LAKHAUA POSTFATEHGANJ TEHSIL- SADAR"
11143,"AK90","I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR [AK90]",30,201310,"Plot No. 4 Knowledge Park-I, Institutional Area, Surajpur Kasna Road,  Greater Noida, Gautam Budh Nagar (UP) - 201310"
10661,"AK127","I.I.M.T. ENGG. COLLEGE,MEERUT [AK127]",56,250001,"Meerut - 250001"
10857,"AK143","I.M.S. ENGINEERING COLLEGE,GHAZIABAD [AK143]",31,201009,"NH-24, Delhi-Hapur By Pass Road, Adhyatmik Nagar, Ghaziabad,Ghaziabad - 201018"
10662,"AK170","I.T.S.  COLLEGE OF PHARMACY,GHAZIABAD [AK170]",31,201206,"NH-58, DELHI MEERUT ROAD, MURADNAGAR GHAZIABAD-201206"
10999,"AK222","I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR [AK222]",30,201308,"Plot No.46, Knowledge Park-III, Greater Noida, Uttar Pradesh, PIN-201308"
11029,"AK260","IBNE SEENA PHARMACY COLLEGE,HARDOI [AK260]",36,241124,"Shahabad-241124"
22753,"028","Ideal Institute of Technology, Ghaziabad [028]",31,201003,"Ghaziabad"
10922,"AK28","IDEAL INSTT. OF TECHNOLOGY,GHAZIABAD [AK28]",31,201001,"Ideal Knowledge Park, Govindpuram, Ghaziabad(UP)201003"
11144,"AK270","IEC INSTITUTE OF HOTEL MANAGEMENT,,GAUTAM BUDDH NAGAR [AK270]",30,201310,"Plot No. 4 Knowledge Park-I, Institutional Area, Surajpur Kasna Road, Greater Noida,  Gautam Budh Nagar (UP) - 201310"
28538,"aktu1177","IED HOTEL MANAGEMENT [aktu1177]",49,226008,"Kanpur Road Lucknow"
11030,"AK150","IILM ACADEMY OF HIGHER LEARNING ,COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR [AK150]",30,201306,"Plot No. 17-18, Knowledge Park- II, Greater Noida, U.P. -201306"
11310,"AK216","IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR [AK216]",30,201306,"Greater Noida"
10858,"AK198","IIMT COLLEGE OF MEDICAL SCIENCES,MEERUT [AK198]",56,-1,"Meerut - 250001 UP"
10628,"AK247","IIMT COLLEGE OF PHARMACY,GAUTAM BUDDH NAGAR [AK247]",30,201308,"Greater Noida"
10895,"AK825","IMS,J.P.NAGAR [AK825]",40,244235,"95 Mile Stone, Bhagwanpur, Near Brajghat, Tehsil - Hasanpur, Gajraula"
10663,"AK30","INDERPRASTHA ENGG. COLLEGE,GHAZIABAD [AK30]",31,201010,"63,Site IV Sahibabad Industrial Area,Surya Nagar Flyover Road,Sahibabad ,Ghaziabad-201010"
10629,"AK112","INDIAN INSTITUTE OF CARPET TECHNOLOGY,BHADOHI [AK112]",15,221401,"Chauri Road Bhadohi- 221401"
19404,"1155","INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI [1155]",75,221002,"Chowkaghat, Varanasi"
11182,"AK177","INDIRA GANDHI SAHKARI PRABANDH SANSTHAN,LUCKNOW [AK177]",49,226017,"Lucknow"
11183,"AK647","INDRAPRASRH INSTITUTE OF TECHNOLOGY,J.P.NAGAR [AK647]",40,244236,"NH # 24, 11th Kms. From Gajraula, Delhi - Moradabad Road"
11282,"AK520","INDRAPRASTHA INSTITUTE OF MANAGEMENT & TECHNOLOGY,SAHARANPUR [AK520]",67,247551,"Umahi Kota,Muzaffarnagar-Dehradun Highway,Saharanpur"
10953,"AK951","INDU PRAKASH PHARMACY COLLEGE , MAU [AK951]",55,221705,"Mau Ballia road"
11116,"AK350","INDUS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR [AK350]",44,209202,"BILHAUR, KANPUR-209202"
11000,"AK227","INNOVATIVE COLLEGE OF PHARMACY,GAUTAM BUDDH NAGAR [AK227]",30,201308,"Plot No. 6 Knowledge Park-2 Greater Noida- 201308 U.P."
11001,"AK792","INSTITUTE OF ADVANCED MANAGEMENT & RESEARCH,GHAZIABAD [AK792]",31,201206,"9th Km. Stone, Delhi-Meerut Road, Duhai"
10748,"AK124","INSTITUTE OF CO-OPERATIVE & CORPORATE MANAGEMENT, RESEARCH & TRAINING,LUCKNOW [AK124]",49,226016,"Lucknow"
11311,"AK107","INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY,VARANASI [AK107]",75,221011,"SHEPA Campus (Near DPS Varanasi) Nibia Bachchaon Varanasi 221011"
11258,"AK110","INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD [AK110]",3,211002,"26, Chatham Lines, Prayagraj – 211002 (U.P.)"
12488,"AK52","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW [AK52]",49,226021,"Sitapur Road, Lucknow-226021"
10896,"AK221","INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR [AK221]",71,261001,"Resora, Sitapur"
10749,"AK58","INSTITUTE OF ENVIRONMENT & MANAGEMENT,LUCKNOW [AK58]",49,226022,"ENVIRONMENT HOUSE ALKAPURI COLONY, KURSI ROAD, LUCKNOW"
11223,"AK157","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY & APPLIED NUTRITION,MEERUT [AK157]",56,250021,"77th MILE STONE, DELHI-DEHRADUN ROAD, NH-58, DAURALA, MEERUT 250221"
11145,"AK689","INSTITUTE OF INFORMATION MANAGEMENT & TECHNOLOGY,ALIGARH [AK689]",2,202001,"Panchsheel Colony Near PAC Ramghat Road Aligarh U.P 202001"
10799,"AK39","INSTITUTE OF MANAGEMENT  RESEARCH,GHAZIABAD [AK39]",31,201206,"Ghaziabad - 201206"
11047,"AK726","INSTITUTE OF MANAGEMENT & SCIENCE,J.P.NAGAR [AK726]",40,244235,"97- MILE STONE, NH- 24,NEAR KAKATHAR, CROSING, GAJROLA"
11146,"AK37","INSTITUTE OF MANAGEMENT EDUCATION,GHAZIABAD [AK37]",31,201005,"178, Main G.T. Road, Sahibabad,Ghaziabad - 201005."
11117,"AK756","INSTITUTE OF MANAGEMENT RESEARCH & TECHNOLOGY,LUCKNOW [AK756]",49,226010,"IMRT CAMPUS, MANAGEMENT PARK, VIPUL KHAND-6, GOMTI NAGAR LUCKNOW"
10595,"AK98","INSTITUTE OF MANAGEMENT STUDIES,GAUTAM BUDDH NAGAR [AK98]",30,201303,"Noida-201303"
11077,"AK36","INSTITUTE OF MANAGEMENT STUDIES,GHAZIABAD [AK36]",31,201009,"G.T. Road, Lal Quan, Ghaziabad-201 009, National Capital Region, INDIA"
10750,"AK262","INSTITUTE OF PHARMACEUTICAL SCIENCE & RESEARCH,UNNAO [AK262]",74,209859,"Sohramau,Kanpur Road Lucknow"
10826,"AK258","INSTITUTE OF PHARMACY,SITAPUR [AK258]",71,261001,"Resora , Sitapur"
10731,"AK114","INSTITUTE OF PROFESSIONAL EXCELLENCE & MANAGEMENT,GHAZIABAD [AK114]",31,201010,"A-13/1, S.S. G.T. Road Industrial Area, NH-24 By Pass, Ghaziabad, 201010"
