CGId,CGCode,College Name,District ID,Pincode,Address
10981,"AK1113","SRI SURESH CHANDRA EDUCATIONAL INSTITUTE, BHITI, HANDIA, ALLAHABAD,PRAYAGRAJ [AK1113]",3,221502,"SRI SURESH CHANDRA EDUCATIONAL INSTITUTE, BHITI, HANDIA, ALLAHABAD"
42426,"AK1245","SRI VIMAL NATH PHARMACY INSTITUTE [AK1245]",71,261303,"Sitapur"
11096,"AK171","SRI.R.L.T. INSTITUTE OF PHARMECUTICAL SCIENCE & TECHNOLOGY,ETAWAH [AK171]",25,206126,"NH-2,EKDIL ,Etawah (U.P.)206126"
11207,"AK666","SRM BUSINESS SCHOOL,LUCKNOW [AK666]",49,226201,"NH 24 Sitapur Road Bakshi Ka Talab, Lucknow - 226201"
11014,"AK1104","SS COLLEGE OF PHARMACY,MAINPURI [AK1104]",53,,"ASARGARHI, AGRA ROAD MAINPURI"
11300,"AK662","SS INSTITUTE OF MANAGEMENT,LUCKNOW [AK662]",49,226201,"Lucknow"
10848,"AK518","SSLD VARSHNEY  ENGINEERING COLLEGE,ALIGARH [AK518]",2,202001,"13KM stone Aligarh-Kanpur G.T. Road N.H.-91 Aligarh"
10837,"AK708","SSLD VARSHNEY INSTITUTE OF MANAGEMENT & ENGINEERING,ALIGARH [AK708]",2,202001,"13KM stone Aligarh-Kanpur G.T. Road N.H.-91 Aligarh"
10986,"AK868","STELLER INSTITUTE OF PHARMACY,BAREILLY [AK868]",13,243503,"UDAYPUR MOHANLAL, NEAR FARIDPUR BYPASS, FARIDPUR, BAREILLY"
11015,"AK181","STEP H.B.T.I.,KANPUR [AK181]",44,208002,"Kanpur"
10763,"AK582","SUN INSTITUTE OF MANAGEMENT & TECHNOLOGY,SHAHJAHANPUR [AK582]",68,242001,"Sahajahanpur"
35446,"AK1174","SUN PHARMACY COLLEGE, JAUNPUR [AK1174]",38,222132,"JAUNPUR"
11330,"AK327","SUNDER DEEP COLLEGE OF ARCHITECTURE,GHAZIABAD [AK327]",31,201015,"NH-24, Delhi-Hapur Road, Dasna, Ghaziabad 201015"
10987,"AK326","SUNDER DEEP COLLEGE OF HOTEL MANAGEMENT,GHAZIABAD [AK326]",31,201015,"Ghaziabad"
10791,"AK240","SUNDERDEEP ENGINEERING COLLEGE,GHAZIABAD [AK240]",31,201015,"NH-24, Delhi-Hapur Road Ghaziabad"
11244,"AK259","SUNDERDEEP PHARMACY COLLEGE,GHAZIABAD [AK259]",31,201015,"Ghaziabad"
11208,"AK527","SUNRISE INSTITUTE OF ENGINEERING TECHNICAL & MANAGEMENT,UNNAO [AK527]",74,209801,"Campus : Korari kala, Achalganj Road, Unnao 209801 (U.P.)"
10613,"AK490","SUYASH INSTITUTE OF INFORMATION TECHNOLOGY,GORAKHPUR [AK490]",34,273016,"Gorakhpur"
11016,"AK907","SUYASH INSTITUTE OF PHARMACY,GORAKHPUR [AK907]",34,273016,"Arazi no. 137,koni,hakkabad,gorakhpur.273016"
11017,"AK644","SVS GROUP OF INSTITUTIONS,MEERUT [AK644]",56,250401,"Meerut"
10646,"AK921","SWAMI SAHAJANAND COLLEGE OF PHARMACY , AZAMGARH [AK921]",6,,"VILLAGE AND POST-  HARRAIYA"
10838,"AK1133","SWAMI VIVEKANAND COLLEGE OF PHARMACY,BASTI [AK1133]",14,,"MAHRIPUR"
10879,"AK882","TAHIRA INSTITUTE OF MEDICAL SCIENCES,GORAKHPUR [AK882]",34,273001,"institutional plot no.-2, sector-7, GIDA, Gorakhpur"
11097,"AK40","TECHNICAL EDUCATION & RESEARCH INSTITUTE,GAZIPUR [AK40]",32,233001,"Post-Graduate College, Ravindrapuri, Ghazipur - 233001"
10982,"AK996","TECHNO INSTITUTE OF MANAGEMENT SCIENCES , Lucknow [AK996]",49,,"331, ANAURA, FAIZABAD ROAD, NEAR INDIRA CANAL,"
36902,"ak1219","TH. HAR NARAYAN SINGH MAHAVIDYALAYA, KARAILABAGH, PRAYAGRAJ [ak1219]",3,211016,"PRAYAGRAJ"
10764,"AK979","TH. YUGRAJ SINGH PHARMACY COLLEGE , FATEHPUR [AK979]",28,,"SHANTI NAGAR, TOWN FATEHPUR DAKSHIN, TEHSIL-SADAR, DISTRICT-FATEHPUR (UP)"
11018,"AK206","TRANSLAM INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,MEERUT [AK206]",56,250001,"Rajpura, Mawana Road, Meerut -250001"
11130,"AK321","TRANSLAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,MEERUT [AK321]",56,250001,"RAJPURA MAWANA ROAD MEERUT"
11209,"AK864","TRC MAHAVIDYALAYA, DEPARTMENT OF PHARMACY,BARABANKI [AK864]",12,225122,"VASUDEV NAGAR, SATRIKH, BARABANKI-225122"
11274,"AK590","TRIVEDI INSTITUTE OF MANAGEMENT & TECHNOLOGY,FATEHPUR [AK590]",28,212665,"Fatehpur"
12476,"AK1180","TULSA DEVI INSTITUTE OF PHARMACY AND SCIENCES [AK1180]",26,224213,""
28539,"ak1211","U.P Institute of Design & Research, Lucknow [ak1211]",49,226030,"LUCKNOW"
12493,"AK857","U.P. INSTITUTE OF DESIGN,NOIDA [AK857]",30,201301,""
10614,"AK1035","UMALOK COLLEGE OF PHARMACY , MEERUT [AK1035]",56,250001,"BHATIPURA, GARH ROAD, MEERUT"
11167,"AK79","UNIQUE INSTITUTE OF MANAGEMENT AND TECHNALOGY,,GHAZIABAD [AK79]",31,201206,"UIMT City N.H-58 Near Ganga Canal, Muradnagar Ghaziabad - 201206 UP"
11065,"AK193","UNITED COLLEGE OF ENGIINEERING & RESEARCH,GREATER NOIDA,GAUTAM BUDDH NAGAR [AK193]",30,201308,"50 KNOWLEDGE PARK  III, GREATER  NOIDA , G.B.NAGAR. UP"
11210,"AK342","UNITED COLLEGE OF ENGINEERING & MANAGEMENT,ALLAHABAD [AK342]",3,211008,"Allahabad"
10909,"AK10","UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD [AK10]",3,211008,"Allahabad-211010"
10706,"AK989","UNITED COLLEGE OF ENGINEERING AND RESEARCH(PHARMACY), GREATER NOIDA , GAUTAM BUDDHA NAGAR [AK989]",30,201308,"50 KNOWLEDGE PARK III, GREATER NOIDA"
11275,"AK11","UNITED INSTITUTE OF MANAGEMENT,ALLAHABAD [AK11]",3,211008,"Allahabad-211010"
10680,"AK212","UNITED INSTITUTE OF MANAGEMENT,GAUTAM BUDDH NAGAR [AK212]",30,201308,"50 KNOWLEDGE PARK  III, GREATER  NOIDA , G.B.NAGAR. UP"
11211,"AK315","UNITED INSTITUTE OF PHARMACY, UNITED COLLEGE OF ENGG. & RESEARCH,,ALLAHABAD [AK315]",3,211008,"Allahabad"
10839,"AK284","UNITED INSTITUTE OF TECHNOLOGY,ALLAHABAD [AK284]",3,211008,"Allahabad"
10765,"AK949","UNIVERSAL INSTITUTE OF PHARMACY , BAREILLY [AK949]",13,,"village rajpuri nawada, 12 km bareilly bisalpur road, bhuta bareilly"
10615,"AK605","UNNATI MANAGEMENT COLLEGE,MATHURA [AK605]",54,281122,"Mathura"
11301,"AK1030","UNNATI PHARMACY COLLEGE , MATHURA [AK1030]",54,,"DEENDAYAL DHAM ROAD, DAULATPUR, FARAH, MATHURA"
10616,"AK975","URMILA COLLEGE OF PHARMACY , FAIZABAD [AK975]",26,,"NH 28 KOTSARAI FAIZABAD"
10988,"AK1115","USHA COLLEGE OF PHARMACY AND MEDICAL SCIENCES,AMBEDKAR NAGAR [AK1115]",4,,"MOH- VIJAYGAON, POST & TEHSIL- AKBARPUR, DISTRICT- AMBEDKAR NAGAR"
11019,"AK757","UTKARSH COLLEGE OF MANAGEMENT EDUCATION,BAREILLY [AK757]",13,243502,"Bareily"
10707,"AK617","UTTAM INSTITUTE OF MANAGEMENT STUDIES,AGRA [AK617]",1,282007,"Kirawali road, Runkata, Agra"
28536,"AK1177","UTTAR PRADESH INSTITUTE OF DESIGN & RESEARCH [AK1177]",49,226030,"LUCKNOW"
12486,"AK44","UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR [AK44]",44,208001,""
10766,"AK1118","VANDANA INSTITUTE OF PHARMACY,GHAZIPUR [AK1118]",32,,"VILLAGE AND POST- DARHWAL, TEHSIL- JAKHANIYAN"
10814,"AK1142","VANSHA DEVI MAHAVIDYALAYA,JAUNPUR [AK1142]",38,222125,"VILL-GAJADHARPUR,GADDOPUR,JAUNPUR"
11168,"AK393","VARANASI COLLEGE OF PHARMACY,VARANASI [AK393]",75,221105,"Varanasi - 221105"
10983,"AK962","VEER KUNWAR COLLEGE OF PHARMACY , BIJNOR [AK962]",17,246701,"V. K PURAM NAGINA ROAD BIJNOR 246701"
10989,"AK499","VEER KUNWAR INSTITUTE OF TECHNOLOGY,BIJNAUR [AK499]",17,246701,"V.K. PURAM NAGINA ROAD, BIJNOR - 246701"
10681,"AK856","VEER VIJAY PHARMACY COLLEGE,SAHARANPUR [AK856]",56,247662,"FATEHPUR BHADO POST CHHUTMALPUR SAHARANPUR"
10647,"AK1082","VENKATESHWARA COLLEGE OF PHARMACY , MEERUT [AK1082]",56,250001,"NH 58 JATOLI MEERUT"
10792,"AK1130","VIDUSHI COLLEGE OF PHARMACY,AMBEDKAR NAGAR [AK1130]",4,224157,"VILLAGE - GAURA BASANTPUR POST RAMDAS PATTI KATEHARI AMBEDKAR NAGAR"
12469,"AK1139","VIDYA BHAVAN COLLEGE OF PHARMACY,KANPUR NAGAR [AK1139]",44,209203,""
10682,"AK229","VIDYA COLLEGE OF ENGINEERING,MEERUT [AK229]",56,250002,"Baghat Road, Meerut"
10648,"AK318","VIDYA INSTITUTE OF FASHION TECHNOLOGY,MEERUT [AK318]",56,250002,"Baghpat Road, Meerut"
11020,"AK263","VIDYA SCHOOL OF BUSINESS,MEERUT [AK263]",56,250002,"Baghpat Road, Meerut-250005 U.P."
35447,"ak1202","Vidyawati Devi College of Pharmacy [ak1202]",23,274509,"Deoria"
36903,"AK1228","VIDYAWATI NIGAM MEMORIAL COLLEGE OF PHARMACY, BANDA [AK1228]",11,210001,"BANDA"
10984,"AK1168","VIIT PHARMACY COLLEGE [AK1168]",19,,"VIIT CAMPUS, KHURJA ROAD, BULANDSHAHR"
10840,"AK1147","VIJAY PHARMACY COLLEGE,JAUNPUR [AK1147]",38,222139,"204 HIGHLAND APARTMENT VASUNDHARA ENCLAVE NEW DELHI- 110096"
10936,"AK931","VINAYAK PHARMACY COLLEGE , AZAMGARH [AK931]",6,223227,"VILLAGE AND POST- FARIHA"
10841,"AK593","VINAYAK VIDYAPEETH,MEERUT [AK593]",56,250002,"NH-58,PAWLI KHAS,MODIPURAM,NEAR POTATO RESEARCH CENTRE,MEERUT.(U.P.)"
11245,"AK905","VINDHYA GURUKUL COLLEGE OF PHARMACY,MIRZAPUR [AK905]",57,231304,"GOSAIPUR ,CHUNAR,MIRZAPUR"
11066,"AK987","VISHVESHWARYA COLLEGE OF PHARMACY , GAUTAM BUDDHA NAGAR [AK987]",30,,"20 KMS FROM GHAZIABAD ON GHAZIABAD-BULANDSHAHAR ROAD NEAR DADRI GB NAGAR UP 203207"
11021,"AK96","VISHVESHWARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR [AK96]",30,203207,"20 Kms From Ghaziabad on Ghaziabad- Bulandshahr G.T. Road Post Dadri NH-91 Greater Noida Phase-II  Gautam Buddh Nagar Pin 203207"
10793,"AK286","VISHVESHWARYA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR [AK286]",30,203207,"20 Kms From Ghaziabad on Ghaziabad- Bulandshahr G.T. Road Post Dadri NH-91 Greater Noida Phase-II  Gautam Buddh Nagar Pin 203207"
10767,"AK992","VISHWANATH  INSTITUTE OF PHARMACY , GHAZIPUR [AK992]",32,275204,"VILLAGE AND POST RAIPUR"
10937,"AK524","VISION INSTITUTE OF TECHNOLOGY,ALIGARH [AK524]",2,202150,"Shahpur, Madrak, Aligarh-Agra Highway, Approx. 10 km from Sasni Gate; Aligarh-202150"
10985,"AK523","VISION INSTITUTE OF TECHNOLOGY,KANPUR [AK523]",44,209402,"Kanpur"
11302,"AK438","VIVEK COLLEGE OF MANAGEMENT & TECHNOLOGY,BIJNAUR [AK438]",17,246701,"BIJNOR"
10708,"AK210","VIVEK COLLEGE OF TECHNICAL EDUCATION,BIJNAUR [AK210]",17,246701,"Bijnor"
12485,"AK223","VIVEKANAND INSTITUTE OF TECHNOLOGY & SCIENCE,GHAZIABAD [AK223]",61,201302,""
11131,"AK340","VIVEKANANDA COLLEGE OF TECHNOLOGY & MANAGEMENT,ALIGARH [AK340]",2,202002,"Aligarh"
11067,"AK898","YASH RAJ INSTITUTE OF PHARMACY,LUCKNOW [AK898]",49,226010,"BAGHAMAU, GOMTI NAGAR VISTAR, SECTOR-6, LUCKNOW"
11246,"AK1140","YASHRAJ COLLEGE OF PROFESSIONAL STUDIES,KANPUR NAGAR [AK1140]",44,,"GRAM JINDAPURWA POST TATIYAGANJ MANDHANA CHOUBEYPUR KANPUR "
11068,"AK886","YOGENDRA NATH SAXENA COLLEGE OF PHARMACY & RESEARCH,JYOTIBA PHULE NAGAR [AK886]",40,244241,"Rampur Bhud Road, Hasanpur (Amroha), U.P."
10815,"AK1159","ZEE COLLEGE OF PHARMACY [AK1159]",74,,"VILLAGE GADAN KHERA, UNNAO 209801"
